<<<<<<< HEAD
3
19
3
7
50
0 1
2 28
5 1
12 30
13 30
27 30
28 30
10 14
29 30
28 24
26 30
27 23
29 26
27 26
11 14
11 15
12 14
12 15
12 16
13 17
10 13
9 13
27 25
27 24
11 13
12 13
25 21
28 25
26 22
28 26
25 22
25 23
25 24
26 23
24 20
24 21
24 23
0 2
4 1
5 2
4 2
2 29
0 6
22 18
22 20
22 21
23 20
8 6
5 6
0 8
=======
0
50
27 30
0 1
28 30
12 30
13 30
14 18
29 30
18 30
29 26
27 26
21 25
22 26
22 25
25 26
28 24
19 23
10 14
0 5
27 23
20 23
24 26
21 23
24 23
22 23
27 25
24 25
0 2
28 26
28 25
0 3
0 6
5 1
4 1
3 29
5 2
3 1
3 2
4 2
24 27
2 29
28 29
2 1
28 27
1 29
0 8
0 7
4 7
4 8
4 6
4 5
>>>>>>> c5ecc4e947455971345391f919ae243a8842fc1b
